123	115	207	0.11063829787234042
353	345	437	0.11063829787234042
159	56	208	0.16666666666666666
389	286	438	0.16666666666666666
202	6	38	0.1391304347826087
432	236	268	0.1391304347826087
185	56	158	0.3333333333333333
415	286	388	0.3333333333333333
162	127	207	0.13793103448275862
162	90	127	0.38461538461538464
162	103	123	0.22580645161290322
392	357	437	0.13793103448275862
392	320	357	0.38461538461538464
392	333	353	0.22580645161290322
42	236	248	0.2857142857142857
42	236	388	0.2
272	6	18	0.2857142857142857
272	6	158	0.2
91	6	202	0.2727272727272727
91	38	191	0.5384615384615384
91	38	61	0.23684210526315788
91	38	202	0.14814814814814814
91	61	202	0.5
321	236	432	0.2727272727272727
321	268	421	0.5384615384615384
321	268	291	0.23684210526315788
321	268	432	0.14814814814814814
321	291	432	0.5
18	156	159	0.10810810810810811
248	386	389	0.10810810810810811
168	6	229	0.4
398	236	459	0.4
115	127	207	0.21839080459770116
115	98	127	0.16535433070866143
115	53	207	0.13953488372093023
115	53	98	0.12422360248447205
115	123	207	0.10810810810810811
345	357	437	0.21839080459770116
345	328	357	0.16535433070866143
345	283	437	0.13953488372093023
345	283	328	0.12422360248447205
345	353	437	0.10810810810810811
