105	356	384	0.11619336657272925
105	356	431	0.11435269601458713
105	356	418	0.14844941535332995
105	356	388	0.10449415558242645
105	58	144	0.2222222222222222
356	105	133	0.11619336657272925
356	105	180	0.11435269601458713
356	105	167	0.14844941535332995
356	105	137	0.10449415558242645
356	309	395	0.2222222222222222
225	453	476	0.11409395973154363
225	315	476	0.1521472392638037
225	384	476	0.14743589743589744
476	202	225	0.11409395973154363
476	64	225	0.1521472392638037
476	133	225	0.14743589743589744
250	494	501	0.36058230683090703
250	257	501	0.21084337349397592
501	243	250	0.36058230683090703
501	6	250	0.21084337349397592
174	307	425	1.0
174	384	425	0.16666666666666666
174	425	431	0.2490118577075099
174	257	425	0.2
174	423	425	0.5
425	56	174	1.0
425	133	174	0.16666666666666666
425	174	180	0.2490118577075099
425	6	174	0.2
425	172	174	0.5
45	296	419	0.5037037037037037
45	296	310	1.0
296	45	168	0.5037037037037037
296	45	59	1.0
144	90	111	0.2
144	395	400	0.13793103448275862
144	395	474	0.14285714285714285
144	378	395	0.14285714285714285
144	395	435	0.10526315789473684
144	67	168	0.25
144	67	172	0.25
395	341	362	0.2
395	144	149	0.13793103448275862
395	144	223	0.14285714285714285
395	127	144	0.14285714285714285
395	144	184	0.10526315789473684
395	318	419	0.25
395	318	423	0.25
8	17	202	0.16666666666666666
259	268	453	0.16666666666666666
66	17	202	0.16666666666666666
317	268	453	0.16666666666666666
49	300	419	1.0
300	49	168	1.0
125	376	388	0.12152699344928845
376	125	137	0.12152699344928845
171	419	422	0.10860774119006354
171	422	431	0.15625
422	168	171	0.10860774119006354
422	171	180	0.15625
110	361	388	0.32211538461538464
110	315	361	0.5
110	361	362	0.3333333333333333
110	361	431	0.56
110	361	475	0.2
110	307	361	0.5
110	361	423	1.0
110	310	361	1.0
361	110	137	0.32211538461538464
361	64	110	0.5
361	110	111	0.3333333333333333
361	110	180	0.56
361	110	224	0.2
361	56	110	0.5
361	110	172	1.0
361	59	110	1.0
90	139	175	0.5
90	57	218	1.0
341	390	426	0.5
341	308	469	1.0
170	315	421	0.1440329218106996
170	362	421	0.14285714285714285
421	64	170	0.1440329218106996
421	111	170	0.14285714285714285
180	423	431	0.12315521628498728
431	172	180	0.12315521628498728
126	377	418	0.1198044009779951
126	377	388	0.1415525114155251
126	377	459	0.125
126	310	377	0.14285714285714285
377	126	167	0.1198044009779951
377	126	137	0.1415525114155251
377	126	208	0.125
377	59	126	0.14285714285714285
168	419	423	0.1473242392444911
419	168	172	0.1473242392444911
133	384	475	0.12973511819994304
133	384	388	0.11602564102564103
133	384	418	0.12514619883040937
133	384	431	0.11555187409401532
133	384	423	0.125
384	133	224	0.12973511819994304
384	133	137	0.11602564102564103
384	133	167	0.12514619883040937
384	133	180	0.11555187409401532
384	133	172	0.125
113	364	388	0.3333333333333333
113	310	364	0.1626984126984127
113	364	419	0.1905697445972495
113	364	384	0.5
113	364	421	0.5
113	307	364	1.0
113	364	431	0.5
113	315	364	0.25
113	257	364	0.3333333333333333
364	113	137	0.3333333333333333
364	59	113	0.1626984126984127
364	113	168	0.1905697445972495
364	113	133	0.5
364	113	170	0.5
364	56	113	1.0
364	113	180	0.5
364	64	113	0.25
364	6	113	0.3333333333333333
119	370	376	0.25892857142857145
119	370	419	0.4864864864864865
370	119	125	0.25892857142857145
370	119	168	0.4864864864864865
209	310	460	0.189873417721519
460	59	209	0.189873417721519
6	257	423	0.29727463312368974
257	6	172	0.29727463312368974
57	308	423	0.13488372093023257
308	57	172	0.13488372093023257
196	257	447	0.35
196	315	447	0.16346153846153846
447	6	196	0.35
447	64	196	0.16346153846153846
58	309	423	0.30952380952380953
58	309	384	0.5
58	309	431	0.5
58	309	475	0.3404255319148936
58	309	388	0.5
58	309	356	0.2625
58	309	376	0.35294117647058826
58	307	309	0.5
58	309	419	0.5
58	309	403	0.3333333333333333
58	309	418	0.38095238095238093
58	309	310	0.5
58	309	362	0.3333333333333333
58	308	309	0.10344827586206896
58	309	421	0.35714285714285715
58	309	315	0.5
309	58	172	0.30952380952380953
309	58	133	0.5
309	58	180	0.5
309	58	224	0.3404255319148936
309	58	137	0.5
309	58	105	0.2625
309	58	125	0.35294117647058826
309	56	58	0.5
309	58	168	0.5
309	58	152	0.3333333333333333
309	58	167	0.38095238095238093
309	58	59	0.5
309	58	111	0.3333333333333333
309	57	58	0.10344827586206896
309	58	170	0.35714285714285715
309	58	64	0.5
166	0	202	0.16666666666666666
417	251	453	0.16666666666666666
95	307	346	1.0
95	346	418	1.0
95	346	431	0.5
95	346	388	0.5
346	56	95	1.0
346	95	167	1.0
346	95	180	0.5
346	95	137	0.5
151	307	402	0.3333333333333333
151	362	402	0.3333333333333333
151	376	402	0.14502164502164502
151	384	402	0.17708333333333334
151	402	475	0.10904872389791183
151	402	421	0.15315315315315314
151	402	453	0.25
151	310	402	0.25
151	356	402	0.11891891891891893
151	257	402	0.5
151	402	425	0.5
151	402	476	0.5
151	402	422	0.5
151	343	402	0.5
151	402	494	0.5
151	377	402	0.16666666666666666
151	270	402	0.5
151	402	460	1.0
151	402	412	0.5
151	308	402	0.5
151	306	402	1.0
151	402	442	1.0
151	402	447	0.5
151	402	435	1.0
151	389	402	1.0
151	402	429	1.0
151	402	434	1.0
151	400	402	1.0
151	402	420	1.0
151	402	452	1.0
151	402	501	1.0
151	390	402	1.0
151	402	459	1.0
151	391	402	1.0
151	370	402	1.0
151	277	402	1.0
151	402	403	0.5405405405405406
151	180	201	0.25
402	56	151	0.3333333333333333
402	111	151	0.3333333333333333
402	125	151	0.14502164502164502
402	133	151	0.17708333333333334
402	151	224	0.10904872389791183
402	151	170	0.15315315315315314
402	151	202	0.25
402	59	151	0.25
402	105	151	0.11891891891891893
402	6	151	0.5
402	151	174	0.5
402	151	225	0.5
402	151	171	0.5
402	92	151	0.5
402	151	243	0.5
402	126	151	0.16666666666666666
402	19	151	0.5
402	151	209	1.0
402	151	161	0.5
402	57	151	0.5
402	55	151	1.0
402	151	191	1.0
402	151	196	0.5
402	151	184	1.0
402	138	151	1.0
402	151	178	1.0
402	151	183	1.0
402	149	151	1.0
402	151	169	1.0
402	151	201	1.0
402	151	250	1.0
402	139	151	1.0
402	151	208	1.0
402	140	151	1.0
402	119	151	1.0
402	26	151	1.0
402	151	152	0.5405405405405406
402	431	452	0.25
149	400	434	0.16666666666666666
149	400	423	0.25
400	149	183	0.16666666666666666
400	149	172	0.25
17	66	202	1.0
268	317	453	1.0
59	307	310	0.1111111111111111
59	310	423	0.14235257985257985
310	56	59	0.1111111111111111
310	59	172	0.14235257985257985
179	430	496	0.35714285714285715
179	310	430	0.35789473684210527
430	179	245	0.35714285714285715
430	59	179	0.35789473684210527
202	257	453	0.128
202	307	453	0.16666666666666666
202	423	453	0.18058823529411766
202	431	453	0.16666666666666666
453	6	202	0.128
453	56	202	0.16666666666666666
453	172	202	0.18058823529411766
453	180	202	0.16666666666666666
111	362	431	0.1256875687568757
111	362	388	0.1767117216928872
111	362	475	0.11264023934181003
362	111	180	0.1256875687568757
362	111	137	0.1767117216928872
362	111	224	0.11264023934181003
208	377	459	0.125
208	422	459	0.5
208	343	459	0.25
208	412	459	0.5
208	257	459	0.5
459	126	208	0.125
459	171	208	0.5
459	92	208	0.25
459	161	208	0.5
459	6	208	0.5
